mainshock_name,mainshock_time,mainshock_magnitude,aftershock_time,aftershock_magnitude,aftershock_place,aftershock_latitude,aftershock_longitude
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-06 19:46:50.817,4.4,"89 km ENE of Aras-asan, Philippines",9.1481,127.085
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-06 22:40:12.467,4.5,"106 km E of Marihatag, Philippines",8.675,127.2547
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-06 23:41:33.057,4.6,"95 km ENE of Hinatuan, Philippines",8.6556,127.1519
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-07 00:46:30.224,5.4,"49 km ENE of Aras-asan, Philippines",8.9973,126.7508
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-07 00:55:48.569,4.3,"97 km ENE of Aras-asan, Philippines",9.2141,127.1388
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-07 01:58:27.986,4.6,"82 km ENE of Aras-asan, Philippines",9.0756,127.0331
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-07 02:53:44.813,4.5,"70 km NE of Barcelona, Philippines",8.5138,126.9651
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-07 04:45:46.856,5.1,"45 km ESE of Marihatag, Philippines",8.7042,126.6965
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-07 05:41:08.590,4.5,"99 km E of Aras-asan, Philippines",8.8279,127.2111
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-07 06:38:49.459,5.2,"52 km E of Aras-asan, Philippines",8.8293,126.7893
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-07 06:42:39.234,4.4,"97 km E of Marihatag, Philippines",8.6676,127.1733
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-07 07:09:57.531,4.3,"99 km E of Aras-asan, Philippines",8.7899,127.2137
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-07 07:28:53.564,4.4,"62 km ENE of Hinatuan, Philippines",8.6191,126.8486
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-07 12:40:32.795,4.4,"96 km E of Aras-asan, Philippines",8.7186,127.1754
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-07 16:14:05.332,4.4,"107 km ESE of Aras-asan, Philippines",8.6944,127.2688
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-07 19:27:23.614,4.5,"61 km E of Marihatag, Philippines",8.744,126.8486
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-07 22:12:04.468,4.3,"44 km ESE of Aras-asan, Philippines",8.8044,126.7075
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-08 03:43:58.495,4.4,"90 km ENE of Barcelona, Philippines",8.5956,127.1315
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-08 05:21:47.328,4.5,"101 km E of Aras-asan, Philippines",8.7506,127.225
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-08 06:52:43.260,5.0,"101 km E of Aras-asan, Philippines",8.7458,127.2197
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-08 08:11:15.438,4.4,"107 km E of Aras-asan, Philippines",8.7825,127.2812
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-08 08:59:24.020,4.7,"111 km E of Aras-asan, Philippines",8.8466,127.3284
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-08 09:26:53.243,4.4,"58 km ENE of Hinatuan, Philippines",8.5821,126.8213
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-08 09:46:51.998,4.5,"92 km E of Marihatag, Philippines",8.6608,127.1205
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-08 10:01:15.077,4.7,"84 km E of Marihatag, Philippines",8.6897,127.0566
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-08 10:32:39.480,5.2,"61 km E of Aras-asan, Philippines",8.7897,126.8612
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-08 11:32:15.254,4.9,"68 km E of Aras-asan, Philippines",8.8122,126.9302
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-08 16:09:47.231,4.6,"58 km E of Marihatag, Philippines",8.7513,126.8256
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-08 17:46:13.720,4.6,"108 km ENE of Aras-asan, Philippines",9.2544,127.2303
"Cagwait, Surigao Del Sur",2023-12-04 03:49:33,6.8,2023-12-08 17:51:14.418,4.6,"76 km ENE of Aras-asan, Philippines",9.0911,126.9802
