time,latitude,longitude,depth,mag,magType,place
2022-09-18T08:24:17.997Z,17.2454,121.0301,10,4.8,mb,"18 km NNE of Bontoc, Philippines"
2022-09-01T15:33:15.452Z,10.9795,126.1353,10,4.8,mb,Philippine Islands region
2022-08-28T04:58:54.283Z,5.2774,125.3273,186.011,4.8,mb,"Mindanao, Philippines"
2022-07-27T03:28:37.328Z,17.3828,120.9944,10,4.8,mb,"14 km W of Pasil, Philippines"
2022-05-06T07:34:51.338Z,8.7039,126.4278,60.94,4.8,mb,"18 km SE of Marihatag, Philippines"
2022-04-18T14:30:04.572Z,14.1805,119.3548,10,4.8,mb,"81 km WNW of Cabra, Philippines"
2022-04-03T18:36:09.575Z,9.2879,126.588,10,4.8,mb,"43 km E of Cortes, Philippines"
2022-03-29T18:55:36.327Z,15.0022,119.7802,39.33,4.8,mb,"31 km WSW of Poblacion, San Felipe, Philippines"
2022-03-24T22:37:20.557Z,14.485,119.2198,10,4.8,mb,"105 km WSW of San Nicolas, Philippines"
2022-03-24T21:06:37.514Z,14.1878,119.2593,10,4.8,mb,"91 km WNW of Cabra, Philippines"
2022-03-14T14:31:54.334Z,14.1505,119.3792,10,4.8,mb,"77 km WNW of Cabra, Philippines"
2022-03-14T05:35:20.899Z,14.0787,119.4017,10,4.8,mb,"73 km WNW of Cabra, Philippines"
2021-11-08T07:04:49.323Z,6.4451,126.1404,83.03,4.8,mb,"3 km SSE of Nangan, Philippines"
2021-10-28T05:39:03.263Z,12.8468,124.5033,10,4.8,mb,"23 km NE of Biri, Philippines"
2021-09-26T22:57:51.761Z,13.9004,120.837,90.8,4.8,mb,"1 km SSW of Sinisian, Philippines"
2021-09-29T15:48:54.825Z,5.5515,124.793,35,4.8,mb,"37 km SSW of Lumatil, Philippines"
2021-09-17T12:43:56.319Z,4.9143,126.2628,93.45,4.8,mb,"103 km ESE of Sarangani, Philippines"
2021-09-02T07:23:32.100Z,11.6172,124.4795,30.7,4.8,mb,"8 km WSW of Culaba, Philippines"
2021-08-25T12:03:12.660Z,7.1198,122.8975,10,4.8,mb,"21 km SSE of Olutanga, Philippines"
2021-08-06T16:08:58.061Z,4.8347,122.9098,603.23,4.8,mb,"173 km SE of Tabiauan, Philippines"
2021-06-06T09:09:44.265Z,10.0989,126.1277,44.92,4.8,mb,"13 km NE of Santa Monica, Philippines"
2021-05-24T19:46:06.102Z,5.7767,125.0384,67.61,4.8,mb,"8 km S of Malbang, Philippines"
2021-05-29T06:20:21.742Z,20.4168,120.5591,12.38,4.8,mb,"147 km W of Basco, Philippines"
2021-05-28T14:44:00.442Z,20.3277,120.5192,18.15,4.8,mb,"152 km W of Basco, Philippines"
2021-04-27T14:53:46.549Z,17.6218,123.0623,10,4.8,mb,"91 km NE of Dicabisagan, Philippines"
2021-05-01T14:26:45.983Z,4.9715,125.3665,177.14,4.8,mb,"48 km SSW of Sarangani, Philippines"
2021-04-09T13:39:45.159Z,6.6411,125.5505,137.09,4.8,mb,"12 km ENE of Tanlad, Philippines"
2021-04-19T23:49:42.409Z,6.892,123.5914,616.53,4.8,mb,"48 km WNW of Gadung, Philippines"
2021-04-13T18:39:55.341Z,13.8687,120.6771,202.61,4.8,mb,"3 km NW of Hukay, Philippines"
2021-02-17T13:03:41.204Z,6.6021,125.1566,10,4.8,mb,"8 km W of Kiblawan, Philippines"
2021-01-29T05:08:14.209Z,13.5184,120.4817,54.49,4.8,mb,"9 km NE of Harrison, Philippines"
2021-02-11T13:35:02.728Z,13.5954,120.8395,149.45,4.8,mb,"8 km SSW of Tingloy, Philippines"
2021-02-08T07:54:11.921Z,14.5777,118.8558,10,4.8,mb,"137 km WSW of San Nicolas, Philippines"
2021-01-30T03:12:57.887Z,10.5986,125.5181,10,4.8,mb,"26 km NNW of Loreto, Philippines"
2021-02-04T23:49:49.484Z,11.9022,120.7811,10,4.8,mb,"52 km SW of Santa Teresa, Philippines"
2021-01-20T01:27:58.557Z,9.0657,125.6272,10,4.8,mb,"1 km NNE of Balangbalang, Philippines"
2020-12-29T17:05:22.263Z,5.1959,125.2661,48.21,4.8,mb,"31 km SW of Sarangani, Philippines"
2020-10-18T05:46:54.653Z,11.1819,125.9284,35,4.8,mb,"27 km NE of Guiuan, Philippines"
2020-10-29T05:25:50.823Z,13.7177,120.8742,76.9,4.8,mb,"1 km NW of Bagalangit, Philippines"
2020-10-16T00:32:42.060Z,10.4407,122.2578,10,4.8,mb,"20 km SE of San Joaquin, Philippines"
2020-10-16T00:27:42.257Z,10.4359,122.273,10,4.8,mb,"22 km SE of San Joaquin, Philippines"
2023-11-02T08:28:03.242Z,11.3395,125.956,35,4.7,mb,"36 km E of Hernani, Philippines"
2023-11-03T03:26:19.424Z,11.3972,125.9453,35,4.7,mb,"36 km ENE of Hernani, Philippines"
2023-11-03T05:16:48.692Z,21.0795,122.0289,10,4.7,mb,"70 km N of Basco, Philippines"
2023-10-29T01:48:29.212Z,9.1714,125.6085,10,4.7,mb,"3 km NE of Del Pilar, Philippines"
2023-10-21T05:32:48.003Z,9.1202,126.5564,64.936,4.7,mb,"35 km ENE of La Paz, Philippines"
2023-09-28T17:26:43.694Z,12.5402,126.0155,10,4.7,mb,"68 km ENE of Alugan, Philippines"
2023-08-29T13:17:44.218Z,10.2421,121.8504,10,4.7,mb,"24 km SW of Magdalena, Philippines"
2023-09-05T04:12:27.842Z,5.6574,126.5287,78.2,4.7,mb,"86 km SSE of Pondaguitan, Philippines"
2023-09-03T18:15:09.249Z,4.924,125.6615,109.192,4.7,mb,"57 km SSE of Sarangani, Philippines"
2023-08-08T02:40:36.617Z,13.6936,124.8431,10,4.7,mb,"49 km E of Gigmoto, Philippines"
2023-07-26T01:58:43.282Z,11.08,125.3622,10,4.7,mb,"4 km SW of Balangiga, Philippines"
2023-07-02T05:40:02.399Z,8.78,126.0234,10,4.7,mb,"16 km NNE of Los Arcos, Philippines"
2023-05-30T01:04:31.759Z,13.3566,120.8256,84.832,4.7,mb,"13 km S of Odala, Philippines"
2023-05-25T15:26:23.298Z,12.1835,123.8377,10,4.7,mb,"2 km SSW of Balucawi, Philippines"
2023-05-23T18:23:04.019Z,5.7164,124.5005,62.174,4.7,mb,"33 km SW of Tambilil, Philippines"
2023-05-08T17:13:40.068Z,17.4203,122.3945,10,4.7,mb,"37 km N of Dicabisagan, Philippines"
2023-04-04T14:43:29.285Z,13.7291,125.47,10,4.7,mb,"116 km E of Gigmoto, Philippines"
2023-03-17T19:37:58.861Z,5.9215,125.7693,120.468,4.7,mb,"12 km ESE of Culaman, Philippines"
2023-02-16T10:23:32.263Z,14.8781,119.8148,40.047,4.7,mb,"29 km WSW of San Nicolas, Philippines"
2023-03-05T16:49:39.611Z,7.472,126.2112,10,4.7,mb,"Compostela Valley, Philippines"
2023-03-01T15:14:41.833Z,9.071,122.4983,10,4.7,mb,"40 km SSW of Basay, Philippines"
2023-01-19T09:14:29.186Z,6.0457,125.68,127.84,4.7,mb,"4 km N of Mangili, Philippines"
2022-12-03T07:55:41.108Z,17.3155,121.1898,9.314,4.7,mb,"Luzon, Philippines"
2022-11-23T20:47:03.660Z,17.7145,120.7151,42.811,4.7,mb,"5 km NE of La Paz, Philippines"
2022-11-26T20:24:35.896Z,9.0652,126.1559,76.401,4.7,mb,"4 km WSW of Tandag, Philippines"
2022-10-25T15:12:29.361Z,17.4879,121.2195,10.172,4.7,mb,"5 km NNE of Balbalan, Philippines"
2022-10-25T21:04:47.351Z,17.9245,120.7668,40.491,4.7,mb,"Luzon, Philippines"
2022-10-24T00:12:44.014Z,10.9696,125.5662,60.996,4.7,mb,"18 km WSW of Guiuan, Philippines"
2022-10-17T01:57:45.895Z,10.9992,125.3315,92.019,4.7,mb,"13 km SSW of Balangiga, Philippines"
2022-09-18T05:23:37.662Z,14.5507,119.1273,10,4.7,mb,"111 km WSW of San Nicolas, Philippines"
2022-09-28T02:39:28.305Z,9.2069,126.208,53.001,4.7,mb,"3 km E of Tigao, Philippines"
2022-09-13T15:55:21.679Z,17.0473,121.2968,10,4.7,mb,"16 km WSW of Butigui, Philippines"
2022-09-08T08:54:49.625Z,13.4211,124.5978,34.831,4.7,mb,"38 km ESE of Bato, Philippines"
2022-08-19T15:01:15.302Z,20.6417,120.9024,23.962,4.7,mb,"113 km W of Basco, Philippines"
2022-08-16T07:13:01.189Z,10.3111,125.6739,10,4.7,mb,"12 km E of Tubajon, Philippines"
2022-08-09T02:52:43.291Z,10.3184,122.038,10,4.7,mb,"13 km SSE of Magdalena, Philippines"
2022-07-29T13:38:53.092Z,17.6631,120.621,10,4.7,mb,"5 km N of Calaba, Philippines"
2022-07-27T03:14:51.016Z,17.355,120.781,10,4.7,mb,"9 km SSE of Bantay, Philippines"
2022-07-27T02:50:55.273Z,17.3657,120.8002,10,4.7,mb,"9 km SSE of Bantay, Philippines"
2022-07-17T04:04:14.303Z,8.6324,126.2252,10,4.7,mb,"9 km SSE of Salvacion, Philippines"
2022-07-24T21:45:48.492Z,11.7407,125.6791,35,4.7,mb,"24 km E of San Julian, Philippines"
2022-07-21T02:01:26.674Z,11.2715,125.3569,88.353,4.7,mb,"18 km N of Balangiga, Philippines"
2022-07-15T08:36:59.655Z,15.5106,120.0844,78.87,4.7,mb,"13 km ENE of San Lorenzo, Philippines"
2022-06-28T21:23:16.177Z,7.1932,123.5088,10,4.7,mb,"29 km SSE of Malim, Philippines"
2022-06-24T21:18:15.978Z,8.9852,126.5782,58.39,4.7,mb,"31 km ENE of Aras-asan, Philippines"
2022-05-18T01:29:01.464Z,12.379,123.7124,10,4.7,mb,"5 km WSW of Batuan, Philippines"
2022-05-18T01:38:36.754Z,12.4015,123.5901,10,4.7,mb,"2 km ESE of Bulo, Philippines"
2022-05-05T11:06:53.781Z,13.9474,119.4961,10,4.7,mb,"60 km W of Cabra, Philippines"
2022-04-22T07:44:01.365Z,14.5239,119.2685,10,4.7,mb,"98 km WSW of San Nicolas, Philippines"
2022-04-18T14:23:06.363Z,14.1753,119.4419,10,4.7,mb,"72 km WNW of Cabra, Philippines"
2022-04-09T01:22:59.445Z,11.358,125.8113,10,4.7,mb,"21 km E of Hernani, Philippines"
2022-03-16T02:42:02.923Z,14.1097,119.3363,10,4.7,mb,"80 km WNW of Cabra, Philippines"
2022-03-13T21:49:39.564Z,14.1134,119.3529,10,4.7,mb,"79 km WNW of Cabra, Philippines"
2022-03-13T21:39:11.157Z,14.1067,119.0923,10,4.7,mb,"106 km WNW of Cabra, Philippines"
2022-03-13T21:33:15.600Z,14.061,119.4413,10,4.7,mb,"68 km WNW of Cabra, Philippines"
2022-03-15T04:31:58.319Z,14.1169,119.3385,10,4.7,mb,"80 km WNW of Cabra, Philippines"
2022-03-14T23:36:42.057Z,14.1624,119.371,10,4.7,mb,"79 km WNW of Cabra, Philippines"
2022-03-13T22:47:56.679Z,14.0722,119.5667,10,4.7,mb,"55 km WNW of Cabra, Philippines"
2022-03-14T22:23:47.913Z,14.1319,119.2266,10,4.7,mb,"92 km WNW of Cabra, Philippines"
2022-03-14T12:10:50.586Z,14.1322,119.3479,10,4.7,mb,"80 km WNW of Cabra, Philippines"
2022-02-25T04:39:39.943Z,6.0067,126.5976,56.84,4.7,mb,"60 km SE of Pondaguitan, Philippines"
2022-02-20T19:25:41.585Z,6.0208,126.5677,61.47,4.7,mb,"57 km SE of Pondaguitan, Philippines"
2022-02-20T12:48:47.547Z,10.3919,126.4334,10,4.7,mb,"59 km NE of Santa Monica, Philippines"
2021-10-30T06:53:09.071Z,9.0673,126.1681,75.22,4.7,mb,"3 km WSW of Tandag, Philippines"
2021-10-30T16:09:37.086Z,20.6533,121.3007,29.24,4.7,mb,"73 km WNW of Basco, Philippines"
2021-10-05T01:47:41.817Z,9.8673,122.1333,10,4.7,mb,"Negros, Philippines"
2021-10-12T15:16:11.175Z,9.8834,124.2825,10,4.7,mb,"1 km S of Dagohoy, Philippines"
2021-10-03T13:23:16.198Z,20.6386,120.0263,10,4.7,mb,"168 km SSW of Hengchun, Taiwan"
2021-09-30T08:47:08.215Z,18.9752,122.2427,30.13,4.7,mb,"52 km N of San Vicente, Philippines"
2021-08-30T11:28:08.565Z,12.8271,121.4055,63.89,4.7,mb,"6 km WSW of Tiguisan, Philippines"
2021-08-12T21:14:20.019Z,5.2457,124.8092,18.01,4.7,mb,"69 km SSW of Daliao, Philippines"
2021-08-26T09:23:14.385Z,5.1995,125.4057,188.59,4.7,mb,"23 km SSW of Sarangani, Philippines"
2021-08-03T02:40:52.766Z,5.9946,126.4301,99.96,4.7,mb,"49 km SE of Pondaguitan, Philippines"
2021-08-03T07:26:12.405Z,14.7449,119.6629,10,4.7,mb,"49 km WSW of San Nicolas, Philippines"
2021-08-03T16:20:17.057Z,13.4827,120.8529,91.53,4.7,mb,"3 km E of Odala, Philippines"
2021-05-31T05:45:18.694Z,6.2555,126.4001,162.13,4.7,mb,"27 km ESE of Pondaguitan, Philippines"
2021-06-14T14:49:44.579Z,7.8263,125.005,10,4.7,mb,"4 km WSW of Dologon, Philippines"
2021-06-07T11:49:58.307Z,10.9641,122.2394,10,4.7,mb,"18 km WSW of Jayubó, Philippines"
2021-04-20T08:30:13.320Z,9.5436,125.8521,82.79,4.7,mb,"13 km ESE of Claver, Philippines"
2021-04-22T20:31:24.077Z,10.4743,125.0767,25.82,4.7,mb,"11 km WSW of Silago, Philippines"
2021-03-17T09:58:54.293Z,16.4704,121.2113,40.32,4.7,mb,"2 km WSW of Buliwao, Philippines"
2021-03-07T04:43:25.580Z,4.6616,125.7506,131.68,4.7,mb,"87 km SSE of Sarangani, Philippines"
2021-02-01T22:31:08.001Z,9.7061,126.01,10,4.7,mb,"7 km SW of Dapa, Philippines"
2021-01-31T22:54:19.760Z,19.7529,121.3159,46.73,4.7,mb,"103 km SW of Basco, Philippines"
2021-01-22T01:54:26.502Z,13.5635,119.2868,10,4.7,mb,Philippine Islands region
2020-12-25T08:37:20.897Z,13.7592,120.3217,10,4.7,mb,"8 km ENE of Looc, Philippines"
2020-12-19T20:40:54.383Z,10.8492,126.273,10,4.7,mb,"49 km E of Sulangan, Philippines"
2020-12-25T13:24:47.240Z,13.7462,120.8312,121.32,4.7,mb,"7 km NW of Bagalangit, Philippines"
2020-12-13T06:53:32.550Z,16.6071,120.3283,77.48,4.7,mb,"1 km SE of San Fernando, Philippines"
2020-12-07T06:43:07.140Z,19.2273,120.8696,32.76,4.7,mb,"72 km NNW of Claveria, Philippines"
2020-11-25T02:25:26.750Z,8.4782,126.5702,61.16,4.7,mb,"28 km ENE of Hinatuan, Philippines"
2020-11-21T13:11:05.937Z,5.326,125.4895,178.41,4.7,mb,"9 km SSE of Sarangani, Philippines"
2020-10-16T00:42:01.875Z,10.4182,122.2035,10,4.7,mb,"18 km ESE of Lawigan, Philippines"
2023-11-17T06:17:21.340Z,18.9648,121.071,10,4.6,mb,"39 km N of Claveria, Philippines"
2023-11-16T14:59:29.839Z,9.4227,126.2069,68.665,4.6,mb,"15 km N of Cortes, Philippines"
2023-11-14T18:21:47.382Z,4.9181,126.4698,75.656,4.6,mb,"123 km ESE of Sarangani, Philippines"
2023-10-29T21:38:11.265Z,10.3307,126.3189,35,4.6,mb,"46 km NE of Santa Monica, Philippines"
2023-10-29T00:56:19.387Z,9.1722,125.8036,10,4.6,mb,"19 km SW of Parang, Philippines"
2023-10-27T01:04:56.820Z,11.9873,125.1722,10,4.6,mb,"17 km ENE of Calape, Philippines"
2023-10-30T11:13:50.688Z,11.2539,124.6033,9.952,4.6,mb,"5 km SE of Limon, Philippines"
2023-10-21T15:21:42.967Z,9.1216,126.5906,35,4.6,mb,"39 km ENE of La Paz, Philippines"
2023-09-14T13:46:01.944Z,8.012,124.8651,10,4.6,mb,"3 km S of Basak, Philippines"
2023-08-14T15:07:05.433Z,17.892,122.4817,10.457,4.6,mb,"60 km E of Awallan, Philippines"
2023-08-21T11:46:41.002Z,6.6164,126.5097,82.044,4.6,mb,"34 km SE of Bobon, Philippines"
2023-06-29T13:52:38.833Z,5.6935,125.8156,120.851,4.6,mb,"31 km SE of Caburan, Philippines"
2023-06-10T23:23:23.977Z,10.5161,126.3657,35,4.6,mb,"65 km NNE of Santa Monica, Philippines"
2023-06-09T00:30:42.285Z,7.4716,126.0338,89.105,4.6,mb,"4 km SE of San Mariano, Philippines"
2023-06-03T08:39:51.082Z,6.421,124.7491,10.533,4.6,mb,"3 km W of Bañga, Philippines"
2023-06-02T21:40:14.029Z,4.809,125.4626,10,4.6,mb,"65 km S of Sarangani, Philippines"
2023-06-02T17:40:04.655Z,6.1356,120.9311,10,4.6,mb,"11 km N of Bato Bato, Philippines"
2023-05-19T07:19:20.107Z,9.4636,125.4354,10,4.6,mb,"2 km S of Cantapoy, Philippines"
2023-05-30T15:22:34.187Z,14.9361,121.7177,10,4.6,mb,"10 km W of Panukulan, Philippines"
2023-05-29T17:08:16.394Z,9.8069,125.1974,9.164,4.6,mb,"26 km W of Ipil, Philippines"
2023-04-24T05:50:21.376Z,13.128,122.7033,10,4.6,mb,"10 km SE of Talisay, Philippines"
2023-05-22T22:02:39.508Z,11.6249,125.6498,10,4.6,mb,"20 km ENE of Lalawigan, Philippines"
2023-05-12T04:34:54.834Z,9.9552,126.106,46.338,4.6,mb,"10 km N of Pilar, Philippines"
2023-04-06T09:17:47.611Z,12.5419,123.9213,10,4.6,mb,"7 km SSW of Quezon, Philippines"
2023-04-14T18:18:40.082Z,5.8734,125.7475,193.701,4.6,mb,"12 km ESE of Caburan, Philippines"
2023-03-01T14:21:35.740Z,13.7299,120.2291,48.741,4.6,mb,"2 km WNW of Looc, Philippines"
2023-03-26T12:38:17.292Z,17.5778,120.7175,39.498,4.6,mb,"Luzon, Philippines"
2023-03-13T21:53:46.349Z,20.866,121.6354,66.206,4.6,mb,"57 km NW of Basco, Philippines"
2023-03-13T10:24:34.490Z,14.4074,123.0199,28.64,4.6,mb,"23 km NNE of Sabang Indan, Philippines"
2023-03-11T07:41:43.607Z,4.8221,123.6907,505.318,4.6,mb,"161 km SSW of Malisbeng, Philippines"
2023-02-04T17:34:16.726Z,14.6538,119.5729,26.706,4.6,mb,"63 km WSW of San Nicolas, Philippines"
2023-02-28T20:11:57.161Z,8.3987,126.4934,79.069,4.6,mb,"17 km E of Hinatuan, Philippines"
2023-02-26T03:53:08.361Z,5.6459,126.2682,66.83,4.6,mb,"Mindanao, Philippines"
2023-02-17T01:54:23.951Z,12.3097,123.6697,10,4.6,mb,"Masbate region, Philippines"
2023-02-22T22:05:53.427Z,10.1495,124.9837,10,4.6,mb,"2 km SW of Malitbog, Philippines"
2023-02-14T17:00:27.465Z,7.7212,122.0358,10,4.6,mb,"11 km W of Siocon, Philippines"
2023-01-11T06:04:28.501Z,12.5679,126.4033,10,4.6,mb,"106 km ENE of San Policarpo, Philippines"
2023-02-05T09:59:20.529Z,7.7496,126.0653,12.107,4.6,mb,"1 km NNW of Babag, Philippines"
2023-02-01T11:07:37.549Z,7.7079,126.2252,10,4.6,mb,"15 km ENE of Compostela, Philippines"
2023-01-31T08:49:58.205Z,19.8422,121.3635,27.994,4.6,mb,"92 km SW of Basco, Philippines"
2023-01-31T04:34:50.837Z,5.9313,125.9995,88.91,4.6,mb,"35 km ESE of Mangili, Philippines"
2023-01-29T20:18:58.481Z,5.4659,126.1501,156.259,4.6,mb,"75 km SE of Caburan, Philippines"
2022-12-29T15:57:04.230Z,6.2459,126.3208,126.906,4.6,mb,"20 km SE of Pondaguitan, Philippines"
2023-01-25T03:35:20.717Z,9.1399,126.434,35,4.6,mb,"25 km NE of La Paz, Philippines"
2023-01-21T14:59:14.070Z,5.9755,125.7624,78.819,4.6,mb,"9 km ESE of Mangili, Philippines"
2023-01-18T04:51:36.954Z,14.2601,123.0134,10,4.6,mb,"11 km ENE of Sabang Indan, Philippines"
2023-01-18T00:56:36.851Z,14.2886,123.1735,10,4.6,mb,"26 km NE of Mercedes, Philippines"
2023-01-17T18:39:22.177Z,14.3395,122.989,10,4.6,mb,"15 km NNE of Sabang Indan, Philippines"
2022-12-14T19:44:31.579Z,12.3241,124.564,132.14,4.6,mb,"7 km WNW of Lope de Vega, Philippines"
2022-12-18T08:13:39.836Z,9.345,126.2296,10,4.6,mb,"8 km NNE of Cortes, Philippines"
2022-11-17T16:32:14.625Z,14.0721,119.3177,10,4.6,mb,"81 km WNW of Cabra, Philippines"
2022-12-05T23:39:41.363Z,7.7439,124.6387,8.56,4.6,mb,"7 km NNW of Wao, Philippines"
2022-12-09T22:18:11.891Z,12.9836,125.7401,10,4.6,mb,"76 km NE of Cabatuan, Philippines"
2022-11-08T20:40:48.074Z,6.6626,124.9519,11.104,4.6,mb,"4 km SSE of Columbio, Philippines"
2022-12-01T20:05:57.157Z,11.4985,124.7206,170.658,4.6,mb,"13 km WSW of Talalora, Philippines"
2022-11-09T00:27:46.354Z,11.1924,126.4496,10,4.6,mb,"73 km ENE of Sulangan, Philippines"
2022-10-04T18:16:11.614Z,10.5666,125.5597,9.332,4.6,mb,"Leyte, Philippines"
2022-09-28T02:06:56.173Z,9.1904,126.3853,19.223,4.6,mb,"23 km E of Tigao, Philippines"
2022-10-24T01:18:32.707Z,4.8039,124.1536,9.717,4.6,mb,"140 km SSW of Tambilil, Philippines"
2022-10-14T17:53:46.419Z,6.3534,126.2005,94.788,4.6,mb,"2 km ESE of Pondaguitan, Philippines"
2022-10-13T18:16:56.763Z,5.4352,126.4183,40.243,4.6,mb,"101 km ESE of Caburan, Philippines"
2022-10-06T11:02:56.185Z,13.6143,120.6931,100.755,4.6,mb,"17 km NNW of Wawa, Philippines"
2022-09-04T21:49:10.787Z,13.6648,120.6582,10,4.6,mb,"18 km S of Calatagan, Philippines"
2022-07-28T16:36:26.001Z,17.3759,120.7136,10,4.6,mb,"4 km S of San Ramon, Philippines"
2022-07-26T19:53:02.569Z,14.3498,119.2234,10,4.6,mb,"102 km WNW of Cabra, Philippines"
2022-08-12T22:49:49.286Z,10.8558,124.3786,10.756,4.6,mb,"8 km SSW of Bantiqui, Philippines"
2022-08-19T19:22:26.759Z,12.3421,123.6803,32.643,4.6,mb,"2 km ENE of Mobo, Philippines"
2022-07-21T16:38:45.814Z,4.8884,126.4244,96.632,4.6,mb,"120 km ESE of Sarangani, Philippines"
2022-07-27T19:50:31.969Z,17.3339,120.7368,10,4.6,mb,"9 km SSE of San Ramon, Philippines"
2022-07-18T18:04:16.016Z,10.3118,126.1075,59.172,4.6,mb,"33 km NNE of Santa Monica, Philippines"
2022-07-05T23:53:22.048Z,6.5725,125.2348,10,4.6,mb,"4 km S of Kiblawan, Philippines"
2022-07-03T13:43:01.763Z,13.8906,120.0631,35,4.6,mb,"1 km E of Cabra, Philippines"
2022-06-30T20:31:57.396Z,20.3411,121.1979,35.76,4.6,mb,"81 km W of Basco, Philippines"
2022-06-05T22:12:02.958Z,6.0336,126.0141,128.97,4.6,mb,"35 km E of Lamitan, Philippines"
2022-06-02T11:55:43.116Z,9.0617,126.229,68.57,4.6,mb,"3 km ESE of Tandag, Philippines"
2022-05-29T20:29:42.892Z,13.6608,120.8501,200.689,4.6,mb,"2 km W of Tingloy, Philippines"
2022-05-26T02:33:09.605Z,8.9484,126.5293,10.85,4.6,mb,"24 km ENE of Aras-asan, Philippines"
2022-05-17T23:57:22.037Z,10.1106,126.3059,10,4.6,mb,"30 km ENE of Santa Monica, Philippines"
2022-04-18T09:37:47.408Z,14.182,119.1358,10,4.6,mb,"103 km WNW of Cabra, Philippines"
2022-05-11T19:12:56.271Z,5.4117,126.0284,138.12,4.6,mb,"62 km E of Sarangani, Philippines"
2022-04-16T10:43:03.705Z,14.0375,119.3304,10,4.6,mb,"79 km WNW of Cabra, Philippines"
2022-04-09T09:44:59.550Z,12.0667,123.7213,19.14,4.6,mb,"8 km E of Malbug, Philippines"
2022-04-22T11:41:23.634Z,14.2504,119.4691,10,4.6,mb,"74 km WNW of Cabra, Philippines"
2022-04-02T17:20:06.041Z,11.4427,125.9023,35,4.6,mb,"33 km ENE of Hernani, Philippines"
2022-04-18T16:42:51.134Z,14.1949,119.3691,10,4.6,mb,"80 km WNW of Cabra, Philippines"
2022-03-25T00:22:16.763Z,14.1884,119.4816,10,4.6,mb,"69 km WNW of Cabra, Philippines"
2022-03-17T08:36:24.420Z,14.1451,119.2483,10,4.6,mb,"91 km WNW of Cabra, Philippines"
2022-03-14T07:33:34.773Z,14.1154,119.1347,10,4.6,mb,"101 km WNW of Cabra, Philippines"
2022-03-15T19:36:39.140Z,14.0402,119.3954,10,4.6,mb,"72 km WNW of Cabra, Philippines"
2022-04-11T11:15:48.251Z,9.2862,126.5645,38.66,4.6,mb,"41 km E of Cortes, Philippines"
2022-03-31T01:48:49.636Z,13.8824,119.3262,10,4.6,mb,Philippine Islands region
2022-04-05T17:01:26.780Z,11.3455,125.8711,35,4.6,mb,"27 km E of Hernani, Philippines"
2022-03-20T11:54:14.588Z,14.0346,119.2349,10,4.6,mb,"89 km W of Cabra, Philippines"
2022-03-20T11:45:35.810Z,14.038,119.2446,10,4.6,mb,"88 km W of Cabra, Philippines"
2022-03-28T14:23:53.048Z,14.1059,119.2946,10,4.6,mb,"85 km WNW of Cabra, Philippines"
2022-03-22T23:55:42.918Z,14.0389,119.4785,10,4.6,mb,"63 km WNW of Cabra, Philippines"
2022-03-25T02:44:34.568Z,14.1194,119.3746,10,4.6,mb,"77 km WNW of Cabra, Philippines"
2022-03-23T23:33:15.067Z,14.1052,119.3867,10,4.6,mb,"75 km WNW of Cabra, Philippines"
2022-03-24T12:01:57.338Z,9.1793,122.6957,56.33,4.6,mb,"21 km WSW of Nagbalaye, Philippines"
2022-03-24T20:50:38.846Z,14.1774,119.3599,10,4.6,mb,"81 km WNW of Cabra, Philippines"
2022-03-24T20:33:24.561Z,14.2462,119.4038,10,4.6,mb,"80 km WNW of Cabra, Philippines"
2022-03-16T00:49:51.188Z,14.0863,119.4496,10,4.6,mb,"68 km WNW of Cabra, Philippines"
2022-03-23T20:07:11.902Z,14.1835,119.4056,10,4.6,mb,"76 km WNW of Cabra, Philippines"
2022-03-15T08:31:14.887Z,14.1086,119.4051,10,4.6,mb,"73 km WNW of Cabra, Philippines"
2022-03-14T14:50:40.166Z,14.1596,119.3166,10,4.6,mb,"84 km WNW of Cabra, Philippines"
2022-03-13T21:38:32.221Z,13.9993,119.2532,10,4.6,mb,"86 km W of Cabra, Philippines"
2022-03-13T23:38:40.087Z,14.1265,119.2796,10,4.6,mb,"87 km WNW of Cabra, Philippines"
2022-03-14T09:41:23.130Z,13.938,119.4052,10,4.6,mb,"69 km W of Cabra, Philippines"
2022-02-20T21:08:08.177Z,5.6265,125.2277,46.89,4.6,mb,"10 km SW of Pangyan, Philippines"
2022-02-24T22:19:37.721Z,5.9549,126.495,69.5,4.6,mb,"57 km SE of Pondaguitan, Philippines"
2022-02-05T04:45:46.537Z,5.6047,126.5823,57.17,4.6,mb,"94 km SSE of Pondaguitan, Philippines"
2022-01-31T16:14:36.054Z,6.5574,126.4448,65.36,4.6,mb,"35 km SSE of Tamisan, Philippines"
2022-01-19T17:14:27.816Z,13.2258,119.6494,10,4.6,mb,"83 km SW of Tagbak, Philippines"
2022-01-08T00:03:03.022Z,19.0207,119.6134,10,4.6,mb,"118 km WNW of Davila, Philippines"
2022-01-18T03:20:29.294Z,6.0265,126.3446,103.71,4.6,mb,"41 km SSE of Pondaguitan, Philippines"
2021-12-15T13:16:59.163Z,10.1288,126.2789,35,4.6,mb,"28 km ENE of Santa Monica, Philippines"
2021-12-26T16:06:42.876Z,12.6158,120.8404,10,4.6,mb,"Mindoro, Philippines"
2022-01-08T01:26:47.252Z,6.265,126.5863,61.82,4.6,mb,"46 km ESE of Pondaguitan, Philippines"
