time,latitude,longitude,depth,mag,magType,place
1990-12-25T01:57:52.620Z,13.746,120.217,59.1,4.8,mb,"4 km NW of Looc, Philippines"
1991-07-16T12:16:44.500Z,15.058,120.079,10,4.8,mb,"1 km ESE of Poblacion, San Felipe, Philippines"
1990-10-19T18:48:55.380Z,10.856,125.973,33,4.8,mb,"18 km ESE of Sulangan, Philippines"
1991-12-18T13:27:38.700Z,9.124,122.717,30,4.8,mb,"21 km WSW of Manalongon, Philippines"
1991-05-26T10:30:44.830Z,11.342,125.57,66.4,4.8,mb,"5 km WNW of Hernani, Philippines"
1991-11-24T20:27:56.340Z,6.316,123.823,536.8,4.8,mb,"28 km WSW of Sangay, Philippines"
1991-05-07T21:46:16.710Z,10.43,125.265,50.5,4.8,mb,"8 km N of Hinundayan, Philippines"
1991-09-03T03:05:35.170Z,5.387,126.111,33,4.8,mb,"71 km E of Sarangani, Philippines"
2009-01-08T03:36:45.250Z,9.53,124.765,80.2,4.8,mb,"31 km N of Mambajao, Philippines"
2008-11-14T20:17:00.070Z,19.156,121.229,14.7,4.8,mb,"60 km N of Namuac, Philippines"
1991-06-18T20:17:48.520Z,15.231,120.293,10,4.8,mb,"18 km SW of Santa Juliana, Philippines"
2008-10-04T13:50:24.130Z,13.34,120.519,32.1,4.8,mb,"10 km SE of Paluan, Philippines"
1990-11-25T16:57:17.320Z,10.134,126.172,34.5,4.8,mb,"19 km NE of Santa Monica, Philippines"
2008-10-27T15:37:47.550Z,13.455,120.51,48.3,4.8,mwc,"Mindoro, Philippines"
2008-10-12T08:30:40.510Z,13.453,120.577,10,4.8,mb,"13 km ENE of Paluan, Philippines"
2008-09-14T02:38:06.750Z,6.842,125.966,35,4.8,mb,"7 km SW of Lupon, Philippines"
2009-03-02T21:15:25.550Z,5.774,126.152,117.5,4.8,mb,"57 km ESE of Mangili, Philippines"
1991-02-18T06:03:12.290Z,8.933,126.552,33,4.8,mb,"26 km E of Aras-asan, Philippines"
1991-02-18T01:59:19.630Z,17.324,121.313,33,4.8,mb,"Luzon, Philippines"
2008-12-15T21:18:40.010Z,12.807,120.712,38.1,4.8,mb,"6 km WSW of Sablayan, Philippines"
2008-06-07T20:04:41.920Z,13.697,120.857,106.1,4.8,mwc,"3 km WSW of Bagalangit, Philippines"
1990-11-17T20:00:49.440Z,5.6,126.254,33,4.8,mb,"76 km ESE of Caburan, Philippines"
2008-10-06T16:20:58.060Z,12.971,124.311,33.8,4.8,mwc,"18 km E of Bagacay, Philippines"
2008-08-16T18:58:56.290Z,10.992,126.303,100,4.8,mb,"52 km E of Sulangan, Philippines"
2008-08-07T06:03:28.470Z,15.055,120.682,154.6,4.8,mb,"2 km N of San Fernando, Philippines"
2008-06-02T07:03:58.270Z,9.007,126.312,83.1,4.8,mb,"5 km ENE of La Paz, Philippines"
2008-03-24T05:38:21.650Z,10.506,125.356,160,4.8,mb,"20 km NE of Hinundayan, Philippines"
2008-04-01T13:03:04.950Z,20.303,121.836,19.8,4.8,mb,"21 km SW of Basco, Philippines"
2008-02-19T14:08:52.900Z,16.754,119.203,61.9,4.8,mb,"82 km NW of Catuday, Philippines"
2008-08-31T00:29:37.240Z,12.965,124.386,35.2,4.8,mb,"26 km E of Bagacay, Philippines"
2008-03-03T17:12:55.160Z,13.355,125.711,10,4.8,mb,"105 km NE of Cabodiongan, Philippines"
2008-07-06T12:11:17.090Z,15.313,122.668,35,4.8,mb,"73 km NNE of Casuguran, Philippines"
2008-06-10T18:35:30.570Z,5.288,126.271,62.3,4.8,mb,"90 km E of Sarangani, Philippines"
2009-01-08T17:23:30.000Z,19.823,120.598,12,4.8,mb,"141 km N of Pagudpud, Philippines"
2008-12-31T22:44:09.300Z,9.394,126.09,62.3,4.8,mb,"14 km ENE of Cantilan, Philippines"
2008-03-25T22:31:32.410Z,13.044,125.873,10,4.8,mb,"91 km NE of Cabatuan, Philippines"
2008-05-05T05:27:32.710Z,17.5,122.642,41.6,4.8,mb,"52 km NNE of Dicabisagan, Philippines"
2008-05-04T17:18:51.390Z,17.511,122.608,35,4.8,mb,"51 km NNE of Dicabisagan, Philippines"
2007-12-16T16:57:00.620Z,19.177,119.986,29.4,4.8,mb,"99 km NW of Davila, Philippines"
2008-09-27T06:40:42.610Z,13.534,120.626,10,4.8,mwc,"14 km NW of Abra de Ilog, Philippines"
2008-03-03T14:24:35.790Z,13.327,125.503,10,4.8,mb,"88 km NE of Cabodiongan, Philippines"
2008-05-24T12:02:18.730Z,6.244,123.92,569.8,4.8,mb,"26 km SSW of Sangay, Philippines"
2008-05-19T15:02:02.240Z,12.416,124.691,61.6,4.8,mb,"6 km NNE of Cervantes, Philippines"
2007-12-12T13:57:46.390Z,8.317,126.265,43.6,4.8,mb,"1 km W of Bigaan, Philippines"
2007-12-12T19:58:42.550Z,12.434,125.529,38,4.8,mb,"23 km NE of Arteche, Philippines"
2008-05-07T00:59:04.830Z,12.677,123.69,33.4,4.8,mb,"4 km NE of Monreal, Philippines"
2007-12-02T17:10:48.490Z,16.539,122.609,35,4.8,mb,"63 km SSE of Dicabisagan, Philippines"
2007-12-04T16:09:40.690Z,6.052,126.259,110.5,4.8,mb,"35 km SSE of Pondaguitan, Philippines"
2007-10-25T07:15:48.360Z,5.25,126.483,42.6,4.8,mb,"114 km E of Sarangani, Philippines"
2007-12-01T14:41:05.940Z,5.303,125.828,136.6,4.8,mb,"41 km ESE of Sarangani, Philippines"
2007-07-08T13:44:22.950Z,6.051,126.43,54.6,4.8,mb,"44 km SE of Pondaguitan, Philippines"
2008-03-10T19:18:11.870Z,19.169,121.09,23,4.8,mb,"62 km N of Claveria, Philippines"
2007-09-29T23:56:50.980Z,19.915,121.405,46.6,4.8,mb,"83 km SW of Basco, Philippines"
2007-05-10T00:49:17.540Z,12.746,125.948,10.9,4.8,mb,"77 km NE of Alugan, Philippines"
2007-06-19T18:16:44.260Z,9.022,126.36,64.3,4.8,mb,"11 km ENE of La Paz, Philippines"
2007-04-13T22:51:13.680Z,18.247,121.147,35,4.8,mb,"25 km N of Kabugao, Philippines"
2008-05-16T12:57:33.790Z,6.35,125.293,21.2,4.8,mb,"6 km NE of Malandag, Philippines"
2008-05-13T19:54:37.700Z,5.677,126.064,143.9,4.8,mb,"53 km ESE of Caburan, Philippines"
2007-07-13T00:17:12.550Z,9.378,123.604,40.7,4.8,mb,"20 km NNE of Siquijor, Philippines"
2007-12-07T15:57:58.270Z,12.211,125.647,35,4.8,mb,"15 km ENE of San Policarpo, Philippines"
2007-04-26T12:01:27.920Z,12.5,123.462,61.1,4.8,mb,"4 km NW of Baleno, Philippines"
2006-12-25T10:30:36.860Z,13.285,126.177,30,4.8,mb,"133 km NE of Anito, Philippines"
2006-12-19T19:39:19.160Z,17.071,120.166,33.1,4.8,mb,"29 km WSW of Calongbuyan, Philippines"
2008-01-14T21:24:33.180Z,9.671,126.413,104,4.8,mb,"34 km ESE of Union, Philippines"
2007-12-23T19:11:29.960Z,5.643,126.519,107.6,4.8,mb,"87 km SSE of Pondaguitan, Philippines"
2006-10-24T09:03:36.280Z,4.881,125.054,10,4.8,mb,"73 km SW of Sarangani, Philippines"
2007-03-16T11:17:49.370Z,9.745,126.299,91.8,4.8,mb,"20 km E of Union, Philippines"
2007-02-11T14:49:24.680Z,5.098,125.31,179.2,4.8,mb,"37 km SSW of Sarangani, Philippines"
2007-09-19T20:43:08.190Z,15.373,121.812,10,4.8,mb,"45 km E of Dingalan, Philippines"
2007-01-16T04:36:15.060Z,8.939,126.269,35,4.8,mb,"2 km WNW of Bacolod, Philippines"
2007-05-15T15:58:39.360Z,20.537,122.034,9.6,4.8,mwc,"11 km NE of Basco, Philippines"
2006-08-13T03:46:59.970Z,8.729,122.691,95.4,4.8,mb,"47 km NW of Ponot, Philippines"
2006-10-13T01:51:22.620Z,20.765,119.993,10,4.8,mb,"157 km SSW of Hengchun, Taiwan"
2006-10-10T21:39:11.450Z,20.732,119.981,10,4.8,mb,"161 km SSW of Hengchun, Taiwan"
2006-11-24T04:25:33.170Z,12.675,126.162,18.4,4.8,mb,"89 km NE of Alugan, Philippines"
2006-10-10T00:00:51.270Z,20.586,120.103,25.7,4.8,mwc,"170 km SSW of Hengchun, Taiwan"
2006-10-09T18:40:47.180Z,20.535,120.024,10,4.8,mb,"179 km SSW of Hengchun, Taiwan"
2006-07-30T15:15:09.210Z,5.24,125.475,62.8,4.8,mb,"18 km S of Sarangani, Philippines"
2007-04-24T13:43:09.000Z,18.35,120.791,36.5,4.8,mb,"18 km E of Pasuquin, Philippines"
2006-12-24T07:16:23.320Z,20.831,119.725,10,4.8,mb,"167 km SW of Hengchun, Taiwan"
2006-12-22T21:31:54.950Z,13.331,125.918,40,4.8,mb,"117 km NE of Cabatuan, Philippines"
2007-07-19T15:13:17.240Z,10.495,125.534,49.7,4.8,mb,"15 km NNW of Loreto, Philippines"
2007-07-17T12:42:48.730Z,13.455,120.85,151.4,4.8,mb,"3 km SE of Odala, Philippines"
2007-02-26T22:33:41.210Z,5.536,126.494,54.8,4.8,mb,"97 km SSE of Pondaguitan, Philippines"
2006-09-29T00:06:01.730Z,9.632,125.968,103.7,4.8,mb,"1 km N of Socorro, Philippines"
2006-05-27T23:57:02.530Z,20.687,120.038,35,4.8,mwc,"163 km SSW of Hengchun, Taiwan"
2006-05-22T05:31:10.930Z,13.832,120.255,68.3,4.8,mb,"6 km ENE of Tilik, Philippines"
2007-01-31T08:07:17.410Z,10.606,125.321,83.4,4.8,mb,"15 km E of Hingatungan, Philippines"
2006-10-11T00:21:31.810Z,19.849,121.43,36.2,4.8,mb,"87 km SW of Basco, Philippines"
2006-08-24T11:54:56.100Z,9.6,122.135,23.4,4.8,mb,"33 km WSW of Maricalom, Philippines"
2006-12-21T06:37:19.600Z,6.523,123.8,46.7,4.8,mb,"25 km W of Bantogon, Philippines"
2006-03-03T14:22:01.190Z,13.531,120.446,48.8,4.8,mb,"9 km N of Harrison, Philippines"
2006-06-15T06:02:26.200Z,19.026,120.185,26.5,4.8,mb,"73 km NW of Davila, Philippines"
2007-02-28T03:30:29.010Z,11.384,126.078,39.6,4.8,mb,"50 km E of Hernani, Philippines"
2006-03-26T05:49:56.450Z,18.531,122.371,37.7,4.8,mb,"23 km E of San Vicente, Philippines"
2006-10-21T02:53:24.050Z,13.385,121.634,2.8,4.8,mb,"21 km WSW of Laylay, Philippines"
2006-03-06T03:11:24.760Z,13.37,120.372,35,4.8,mb,"11 km WSW of Paluan, Philippines"
2006-05-27T23:32:18.120Z,20.682,120.03,32.9,4.8,mwc,"164 km SSW of Hengchun, Taiwan"
2006-05-29T09:28:07.210Z,20.59,120.221,21.7,4.8,mwc,"165 km SSW of Hengchun, Taiwan"
2006-08-29T10:01:09.230Z,10.739,126.126,13.2,4.8,mb,"39 km ESE of Sulangan, Philippines"
2006-11-24T17:54:45.070Z,7.229,125.025,49.3,4.8,mb,"8 km NNW of President Roxas, Philippines"
2006-10-23T00:41:37.650Z,4.976,125.272,10,4.8,mb,"51 km SSW of Sarangani, Philippines"
2006-10-09T12:39:14.680Z,20.491,120.035,10,4.8,mb,"182 km SSW of Hengchun, Taiwan"
2005-08-06T21:18:29.480Z,19.406,121.175,51.2,4.8,mb,"88 km N of Namuac, Philippines"
2006-08-07T10:22:03.750Z,13.555,120.784,76.4,4.8,mb,"9 km NNW of Odala, Philippines"
2005-09-12T10:42:05.130Z,19.796,121.325,35,4.8,mb,"98 km SW of Basco, Philippines"
2006-04-11T07:57:15.900Z,10.218,125.257,95.5,4.8,mb,"14 km S of Hinundayan, Philippines"
2006-06-25T11:51:52.170Z,19.02,120.22,27.3,4.8,mwc,"71 km NNW of Davila, Philippines"
2005-09-22T00:12:00.320Z,12.683,123.079,3.6,4.8,mwc,"25 km SW of Mabiton, Philippines"
2005-06-04T14:28:37.490Z,13.479,120.576,61.5,4.8,mwc,"14 km ENE of Paluan, Philippines"
2006-02-08T00:13:28.540Z,7.803,125.197,35,4.8,mb,"12 km NNW of Kibureau, Philippines"
2005-06-24T05:31:33.870Z,11.104,126.105,38.6,4.8,mb,"35 km ENE of Sulangan, Philippines"
2005-07-28T11:26:57.120Z,11.769,125.86,59.8,4.8,mb,"44 km E of San Julian, Philippines"
2005-03-31T06:29:36.390Z,9.29,126.47,80.5,4.8,mb,"30 km E of Cortes, Philippines"
2005-11-21T21:53:42.330Z,20.07,122.643,35,4.8,mb,"81 km ESE of Basco, Philippines"
2005-06-22T06:34:29.610Z,9.779,126.367,10,4.8,mb,"28 km E of Union, Philippines"
2005-10-27T15:19:10.520Z,13.586,120.716,29.2,4.8,mwc,"13 km NNW of Wawa, Philippines"
2006-01-13T18:58:30.160Z,5.928,125.803,119.1,4.8,mb,"15 km ESE of Mangili, Philippines"
2006-01-10T10:59:45.550Z,8.611,126.576,88.2,4.8,mb,"Mindanao, Philippines"
2004-12-16T03:35:02.350Z,10.027,125.285,20,4.8,mb,"14 km ESE of San Francisco, Philippines"
2005-12-09T00:34:30.730Z,6.505,126.398,74,4.8,mb,"29 km ENE of Pondaguitan, Philippines"
2005-05-07T00:53:25.170Z,9.954,126.305,29.7,4.8,mb,"24 km ENE of Pilar, Philippines"
2005-04-18T14:12:21.260Z,19.06,121.361,27.3,4.8,mb,"53 km NNE of Namuac, Philippines"
2005-01-06T00:09:18.200Z,5.664,121.967,81.4,4.8,mb,"41 km SSE of Tabiauan, Philippines"
2004-10-19T03:51:17.310Z,20.789,122.124,172.6,4.8,mb,"40 km NNE of Basco, Philippines"
2005-03-11T14:19:42.410Z,8.565,126.116,69.1,4.8,mb,"3 km N of Barobo, Philippines"
2005-03-11T09:58:25.540Z,9.204,126.559,55,4.8,mb,"40 km NE of La Paz, Philippines"
2005-09-16T09:00:51.450Z,12.093,125.705,50,4.8,mb,"23 km ESE of San Policarpo, Philippines"
2005-03-02T04:59:44.750Z,9.071,121.647,36.9,4.8,mb,"107 km WSW of Alim, Philippines"
2005-09-09T00:08:10.780Z,4.712,125.201,50.7,4.8,mb,"81 km SSW of Sarangani, Philippines"
2004-09-13T20:00:01.930Z,6.16,124.269,82.4,4.8,mwc,"10 km ESE of Palimbang, Philippines"
2004-10-13T00:04:43.270Z,8.803,126.136,93.7,4.8,mb,"12 km NW of Salvacion, Philippines"
2004-12-26T20:08:34.600Z,14.469,120.051,58.1,4.8,mb,"32 km SW of Morong, Philippines"
2004-05-10T08:33:41.100Z,11.95,121.998,30.6,4.8,mb,"4 km ENE of Caticlan, Philippines"
2004-09-05T09:34:03.470Z,18.364,119.799,31.2,4.8,mb,"79 km WNW of Callaguip, Philippines"
2005-01-11T04:55:21.160Z,6.928,126.59,202.8,4.8,mb,"20 km SE of Tarragona, Philippines"
2004-09-21T00:50:19.620Z,5.789,126.144,78.6,4.8,mb,"56 km ESE of Mangili, Philippines"
2004-05-31T23:42:00.570Z,5.846,126.118,169.5,4.8,mb,"51 km ESE of Mangili, Philippines"
2005-01-14T15:29:59.870Z,6.058,126.429,94.7,4.8,mb,"43 km SE of Pondaguitan, Philippines"
2004-02-27T00:33:22.870Z,8.12,123.528,10,4.8,mb,"5 km N of Tambulig, Philippines"
2004-06-16T22:40:50.020Z,6.048,126.026,165.2,4.8,mb,"36 km E of Lamitan, Philippines"
2004-06-01T16:18:13.220Z,11.262,125.658,71.7,4.8,mb,"8 km SSE of Hernani, Philippines"
2004-01-05T03:33:44.130Z,20.012,122.328,36.5,4.8,mb,"61 km SE of Basco, Philippines"
2004-02-08T05:04:12.580Z,19.597,121.497,61.2,4.8,mwc,"106 km SSW of Basco, Philippines"
2004-09-10T01:14:50.560Z,9.228,122.321,38.4,4.8,mwc,"37 km SW of Colipapa, Philippines"
2004-05-19T21:28:10.640Z,9.926,124.038,35,4.8,mb,"4 km SSE of Clarin, Philippines"
2003-12-25T12:41:02.520Z,14.919,119.683,50.7,4.8,mb,"42 km W of San Nicolas, Philippines"
2004-10-11T04:42:25.350Z,13.804,120.776,107.1,4.8,mb,"9 km ESE of Hukay, Philippines"
2004-10-05T18:13:01.310Z,20.043,121.476,47.3,4.8,mb,"68 km SW of Basco, Philippines"
2004-06-08T11:04:42.890Z,6.499,125.988,102.5,4.8,mb,"11 km W of Luzon, Philippines"
2004-09-09T17:22:14.130Z,9.307,122.452,86.1,4.8,mb,"21 km SSW of Colipapa, Philippines"
2004-09-07T20:38:05.860Z,9.226,122.217,51.4,4.8,mwc,"46 km SW of Colipapa, Philippines"
2004-05-09T07:47:22.100Z,10.403,126.119,48,4.8,mb,Philippine Islands region
2004-07-01T08:04:27.520Z,9.773,124.659,71.9,4.8,mb,"10 km ENE of Bacong, Philippines"
2003-08-04T23:13:28.320Z,5.986,126.321,33,4.8,mb,"44 km SSE of Pondaguitan, Philippines"
2003-11-14T13:23:27.120Z,9.659,126.398,33,4.8,mb,"33 km ESE of Union, Philippines"
2003-05-26T23:53:11.360Z,6.845,123.776,600,4.8,mb,"27 km W of Gadung, Philippines"
2003-03-22T12:51:55.290Z,12.104,125.857,33,4.8,mb,"38 km ESE of San Policarpo, Philippines"
2003-07-17T03:19:58.370Z,17.955,119.662,33,4.8,mb,"79 km WNW of Puro Pinget, Philippines"
2003-03-15T15:46:04.020Z,11.021,126.405,33,4.8,mb,"63 km E of Sulangan, Philippines"
2003-10-12T07:48:19.100Z,9.318,126.41,68,4.8,mb,"24 km E of Cortes, Philippines"
2003-03-08T09:01:30.410Z,9.928,126.411,36.3,4.8,mb,"34 km ENE of Pilar, Philippines"
2003-06-15T23:04:57.550Z,11.997,124.013,33,4.8,mb,"2 km ESE of Cataingan, Philippines"
2003-08-31T12:58:52.410Z,13.855,119.708,51.5,4.8,mb,"37 km W of Cabra, Philippines"
2003-11-15T01:19:56.640Z,5.556,125.331,10,4.8,mb,"3 km SW of Balangonan, Philippines"
2003-08-18T20:28:26.680Z,6.636,126.262,86.1,4.8,mb,"17 km E of Tibanbang, Philippines"
2003-08-07T13:34:52.650Z,12.071,123.805,33,4.8,mb,"11 km S of Buenavista, Philippines"
2003-07-29T23:18:13.640Z,15.442,121.492,100,4.8,mb,"12 km ENE of Dingalan, Philippines"
2003-10-14T04:45:20.800Z,11.428,125.613,67.4,4.8,mb,"7 km ENE of Llorente, Philippines"
2003-03-03T09:38:29.810Z,10.385,126.039,72.2,4.8,mb,"40 km N of Santa Monica, Philippines"
2003-01-06T23:48:42.080Z,15.58,119.69,10,4.8,mb,"26 km W of Bani, Philippines"
2002-09-09T05:47:53.550Z,9.153,126.508,33,4.8,mb,"32 km NE of La Paz, Philippines"
2002-09-26T01:52:59.030Z,20.06,121.459,36.4,4.8,mb,"68 km SW of Basco, Philippines"
2002-09-17T07:48:39.570Z,4.751,124.925,54.4,4.8,mb,"93 km SW of Sarangani, Philippines"
2002-09-08T17:28:29.680Z,5.851,124.698,33,4.8,mb,"10 km SSW of Maan, Philippines"
2003-05-23T13:59:35.670Z,11.949,124.138,33,4.8,mb,"11 km NE of Limbuhan, Philippines"
2003-08-08T15:21:23.070Z,5.318,125.317,209.3,4.8,mb,"18 km WSW of Sarangani, Philippines"
2002-11-30T00:11:29.670Z,5.122,124.34,33,4.8,mb,"99 km SSW of Tambilil, Philippines"
2002-06-20T03:16:32.460Z,8.821,123.253,33,4.8,mb,"26 km NW of Dapitan, Philippines"
2002-10-18T04:04:51.710Z,6.798,126.263,67.5,4.8,mb,"6 km SW of Tamisan, Philippines"
2003-03-10T23:11:02.660Z,5.846,126.037,119.6,4.8,mb,"42 km ESE of Mangili, Philippines"
2002-10-13T02:08:25.180Z,15.047,118.473,34.5,4.8,mb,"159 km WSW of Palauig, Philippines"
2003-04-30T12:01:03.320Z,20.197,120.783,33,4.8,mb,"127 km WSW of Basco, Philippines"
2002-09-20T13:13:23.720Z,9.61,122.891,33,4.8,mb,"11 km NNE of Tabuan, Philippines"
2003-04-22T16:22:27.450Z,10.345,125.747,100,4.8,mb,"Leyte, Philippines"
2002-04-13T13:27:13.370Z,18.088,120.61,33,4.8,mb,"4 km E of Bil-Loca, Philippines"
2003-04-14T07:09:49.010Z,5.747,126.479,33,4.8,mb,"75 km SSE of Pondaguitan, Philippines"
2003-04-09T01:12:32.030Z,9.929,126.226,86.1,4.8,mb,"15 km ENE of Pilar, Philippines"
2002-03-08T19:35:49.050Z,5.919,124.411,33,4.8,mb,"16 km SW of Maitum, Philippines"
2002-12-23T13:35:54.450Z,5.411,126.005,33,4.8,mb,"60 km E of Sarangani, Philippines"
2003-03-16T09:13:32.050Z,12.154,125.885,31.1,4.8,mb,"41 km E of San Policarpo, Philippines"
2003-03-06T19:39:31.840Z,6.556,123.765,41.4,4.8,mb,"29 km W of Bantogon, Philippines"
2003-02-20T13:56:47.060Z,20.097,121.381,46.7,4.8,mb,"72 km WSW of Basco, Philippines"
2002-11-11T08:57:40.210Z,14.421,121.72,37,4.8,mb,"18 km ENE of Kalayaan, Philippines"
2002-06-24T14:33:48.010Z,19.09,121.343,33,4.8,mb,"56 km NNE of Namuac, Philippines"
2002-06-16T02:23:49.330Z,19.04,121.224,24.7,4.8,mb,"47 km N of Namuac, Philippines"
2002-11-05T14:53:35.270Z,7.351,123.769,600,4.8,mb,"29 km W of Litayan, Philippines"
2002-05-10T17:22:52.970Z,10.774,126.301,33,4.8,mb,"54 km ESE of Sulangan, Philippines"
2002-01-02T15:49:13.180Z,16.767,120.685,33,4.8,mb,"4 km WSW of Ampusungan, Philippines"
2002-03-07T03:30:04.430Z,5.855,124.382,33,4.8,mb,"24 km SSW of Maitum, Philippines"
2002-08-16T12:29:16.360Z,8.323,126.507,33,4.8,mb,"18 km E of Tidman, Philippines"
2001-11-14T08:20:47.690Z,12.78,126.019,33,4.8,mb,"85 km NE of Alugan, Philippines"
2001-05-24T02:33:50.280Z,9.702,125.527,33,4.8,mb,"4 km N of Sison, Philippines"
2002-07-30T20:53:00.170Z,19.353,120.081,33,4.8,mb,"110 km NNW of Davila, Philippines"
2001-09-26T14:20:13.330Z,12.438,121.203,33,4.8,mb,"7 km NNE of Paclolo, Philippines"
2001-05-05T05:33:15.030Z,9.979,126.089,33,4.8,mb,"7 km SE of Santa Monica, Philippines"
2001-05-03T04:25:19.380Z,17.113,120.055,33,4.8,mb,"39 km WSW of Darapidap, Philippines"
2001-08-22T17:08:32.610Z,10.063,122.143,33,4.8,mb,"35 km WNW of Linaon, Philippines"
2002-05-25T18:38:24.120Z,19.725,122.117,33,4.8,mb,"81 km S of Basco, Philippines"
2002-05-22T09:40:32.340Z,12.214,125.581,33,4.8,mb,"8 km ENE of San Policarpo, Philippines"
2001-02-18T05:06:23.300Z,20.187,122.4,35.6,4.8,mb,"53 km ESE of Basco, Philippines"
2002-04-19T06:06:26.840Z,12.738,124.005,33,4.8,mb,"1 km WNW of Monbon, Philippines"
2001-06-24T16:54:42.910Z,11.05,125.032,33,4.8,mb,"1 km E of San Roque, Philippines"
2001-04-30T20:17:51.580Z,18.9,121.004,33,4.8,mb,"33 km NNW of Claveria, Philippines"
2018-11-12T14:49:14.390Z,6.2533,123.7598,24.4,4.8,mb,"37 km SW of Sangay, Philippines"
2001-06-25T13:12:33.970Z,8.302,126.597,33,4.8,mb,"23 km NE of Barcelona, Philippines"
2000-11-30T16:41:11.730Z,10.53,126.146,33,4.8,mb,"56 km SE of Sulangan, Philippines"
2001-09-07T15:20:40.850Z,10.378,125.198,33,4.8,mb,"6 km WNW of Hinundayan, Philippines"
2001-08-31T07:35:10.700Z,13.091,124.166,33,4.8,mb,"11 km SSE of Rapu-Rapu, Philippines"
2000-06-11T06:45:06.330Z,19.572,120.129,21.9,4.8,mb,"130 km NNW of Davila, Philippines"
2000-03-08T03:39:09.980Z,11.184,125.278,33,4.8,mb,"14 km NW of Balangiga, Philippines"
2000-08-16T11:20:47.230Z,12.098,125.915,33,4.8,mb,"45 km ESE of San Policarpo, Philippines"
2001-01-26T09:13:51.260Z,16.617,122.038,33,4.8,mb,"15 km SSE of Dicamay, Philippines"
2001-01-21T07:27:14.770Z,4.903,126.506,124.1,4.8,mb,"128 km ESE of Sarangani, Philippines"
2018-10-20T18:31:21.960Z,5.1718,126.5278,79.7,4.8,mb,"120 km ESE of Sarangani, Philippines"
2000-12-10T12:54:16.530Z,10.602,125.886,33,4.8,mb,"37 km S of Sulangan, Philippines"
2001-02-13T04:52:01.240Z,5.494,121.938,33,4.8,mb,"59 km S of Tabiauan, Philippines"
2000-10-12T17:26:59.510Z,6.255,125.855,123,4.8,mb,"20 km E of Talagutong, Philippines"
2000-10-07T02:01:53.850Z,15.753,121.911,33,4.8,mb,"38 km E of Suklayin, Philippines"
2001-01-12T01:39:50.070Z,15.069,122.558,83.3,4.8,mb,"43 km NNE of Casuguran, Philippines"
2000-02-29T08:31:18.630Z,10.512,122.017,33,4.8,mb,"4 km NW of Lawigan, Philippines"
2018-10-16T20:02:41.280Z,18.0929,121.0493,10,4.8,mb,"16 km WNW of Kabugao, Philippines"
2000-07-04T22:54:08.920Z,20.25,122.302,33,4.8,mb,"41 km ESE of Basco, Philippines"
2000-10-07T22:30:14.230Z,5.34,126.274,132.2,4.8,mb,"90 km E of Sarangani, Philippines"
2018-08-28T04:37:36.290Z,10.5041,125.9897,10,4.8,mb,"48 km ENE of Loreto, Philippines"
2000-08-19T04:16:36.500Z,9.446,125.138,33,4.8,mb,"33 km W of Cantapoy, Philippines"
2000-04-14T00:18:40.340Z,10.279,126.336,65.3,4.8,mb,"43 km NE of Santa Monica, Philippines"
2018-09-10T02:43:02.570Z,10.5695,126.1692,10,4.8,mb,"55 km SE of Sulangan, Philippines"
2014-06-04T13:30:51.470Z,9.5323,126.4472,10,4.8,mb,"39 km NE of Cortes, Philippines"
2014-05-31T23:56:39.250Z,9.4091,126.5072,10,4.8,mb,"37 km ENE of Cortes, Philippines"
2014-06-10T09:16:20.200Z,9.7231,125.8377,10,4.8,mb,"18 km NW of Socorro, Philippines"
2014-05-31T19:53:49.020Z,9.37,126.5256,10,4.8,mb,"38 km ENE of Cortes, Philippines"
2014-06-04T13:53:29.770Z,9.2404,126.5013,10,4.8,mb,"34 km E of Cortes, Philippines"
2014-06-06T06:56:45.240Z,9.6226,126.4998,10,4.8,mb,"45 km ESE of Union, Philippines"
2014-05-25T18:50:53.280Z,5.8285,125.8738,147.8,4.8,mb,"27 km ESE of Caburan, Philippines"
2014-05-30T16:28:33.560Z,9.4284,126.5848,10,4.8,mb,"46 km ENE of Cortes, Philippines"
2014-05-22T20:17:21.850Z,9.1111,122.3663,10,4.8,mb,"Negros, Philippines"
2014-05-10T20:07:47.070Z,14.5486,123.7239,14.71,4.8,mb,"73 km NW of Pandan, Philippines"
2014-04-17T15:49:59.990Z,20.1605,120.3487,10,4.8,mb,"172 km W of Basco, Philippines"
2014-04-12T21:50:53.510Z,9.6325,125.3481,64.54,4.8,mb,"17 km SW of Mati, Philippines"
2014-04-07T17:18:43.350Z,12.8537,120.9185,44.3,4.8,mb,"10 km ENE of Tuban, Philippines"
2018-05-16T05:05:09.180Z,6.4165,123.9408,54.79,4.8,mb,"11 km WSW of Sangay, Philippines"
2018-05-14T15:12:19.830Z,19.9562,121.2798,31.28,4.8,mb,"90 km SW of Basco, Philippines"
2018-05-11T15:52:01.040Z,6.5376,126.5182,72.83,4.8,mb,"41 km SE of Tamisan, Philippines"
2018-03-08T18:06:33.740Z,10.4155,126.3274,10,4.8,mb,"54 km NE of Santa Monica, Philippines"
2018-03-24T18:58:14.450Z,20.5889,120.7377,10,4.8,mwr,"129 km W of Basco, Philippines"
2020-08-18T21:50:45.773Z,11.9572,124.2088,10,4.8,mb,"19 km ENE of Limbuhan, Philippines"
2018-01-25T08:03:38.850Z,5.7125,125.9274,100.04,4.8,mb,"39 km SE of Caburan, Philippines"
